-0.184823	0.151192
-0.910954	-0.674818
0.0278149	0.0208527
0.753953	0.106286
0.216633	0.757158
0.150455	0.173434
0.972508	0.31315
0.770722	0.172991
-0.549691	-0.498842
1.50371	-0.305854
-0.519357	-0.832418
-0.495279	-0.164187
-0.821723	-0.358043
0.0573437	-0.196047
-0.107965	0.0810344
0.883367	0.0823117
1.35213	0.385113
0.688289	0.465237
1.16771	0.333989
-0.0744086	0.340336
-1.18669	-0.582276
-0.130592	-0.024459
1.61397	0.457947
0.0227223	-0.0923765
-0.468968	-0.486152
-1.58185	-0.321256
1.13779	0.103887
-1.40668	-0.0108973
0.00365251	0.454086
0.0524193	-0.617397
0.4808	0.339604
0.109581	-0.342435
1.19671	-0.0227914
0.53542	0.158474
0.927135	0.204032
-0.0980791	-0.37038
-0.203269	0.164213
-1.02609	-0.399787
0.0881347	0.0380944
-0.179868	0.299038
-0.261418	0.25672
1.20139	0.581116
0.111589	0.0811337
0.245521	-0.502034
0.835432	0.601
-0.314193	0.201993
-0.902863	0.311417
0.0525578	-0.0197432
0.59099	0.644598
-2.65717	-1.05155
-0.405316	-0.33275
-0.551617	0.311024
0.987299	-0.0369145
0.403938	0.326263
0.613712	-0.0720828
-0.0273922	-0.325701
-0.622489	-0.348964
0.738924	0.653148
-0.289738	-0.248941
-0.288953	-0.192635
1.05396	0.606287
0.378725	0.559971
-1.5626	-0.546329
0.948445	0.0170377
1.54087	0.611176
0.690124	0.203903
-2.0075	0.0580501
0.459694	0.422839
-1.61595	-1.26931
-0.874043	-0.640783
-0.266342	0.277873
-0.342879	0.164151
2.02607	0.394869
-0.503081	-0.0795961
0.307447	0.0626283
-2.12	-0.388578
1.36732	0.83488
-0.455009	0.0943193
0.231257	0.0867941
0.40199	0.0762292
-1.52964	-0.0952373
0.124091	0.324868
-0.711694	-0.466135
-1.30303	-0.573493
-0.69665	0.463689
-0.524194	-0.987241
0.424184	-0.422486
-0.335647	0.143595
-0.0363955	0.0684401
-0.634235	0.307386
-0.0765102	-0.330551
-0.240147	0.00494639
-0.490341	-0.100326
-1.52006	-0.433947
1.83843	0.743373
-0.39426	-0.602509
-0.339812	0.161562
-1.2319	-0.289369
-0.786829	-0.0449024
0.681041	0.508602
-0.178578	0.141935
0.165199	-0.317248
-1.19477	-0.534096
-0.560734	-0.301528
0.394944	0.0958727
0.133028	0.0604399
-0.0184168	-0.244618
0.0437948	0.0264359
-0.649795	-0.322933
0.585035	-0.0466749
0.670663	0.499155
-1.79965	-0.325342
-0.00925644	-0.507029
0.568076	0.119583
-1.59102	-0.532974
-0.434782	-0.634833
0.471442	-0.0733473
0.904271	-0.384179
-0.810431	-0.81673
0.397809	0.50744
1.07607	0.749732
0.183383	-0.396777
-1.45363	-0.446261
0.151546	-0.109706
-0.657656	-0.296321
-1.16341	-0.922737
0.0337129	0.149647
-0.192194	-0.710877
0.340788	0.313027
-0.102539	0.0237293
0.351473	-0.0984158
1.23568	0.362019
1.18298	0.256128
1.10304	0.0528655
-0.316245	-0.237399
-0.466087	-0.147433
-0.100929	-0.0763822
-0.0073996	0.239852
0.461498	-0.229216
1.08077	0.416052
0.928936	0.521826
2.13528	1.4069
0.727915	0.301131
2.0354	-0.192886
-0.198065	0.613955
-0.578879	0.109322
-0.0584579	-0.0622728
1.26571	1.0748
-0.981079	-0.278066
1.08363	-0.175478
0.459161	0.268308
-1.3127	-0.5461
0.464107	0.288057
0.245918	-0.132352
1.06551	0.640928
-0.503774	-0.768708
1.34294	0.419778
-0.0138158	-0.072008
-1.08044	-0.555539
-1.80032	-0.599441
-1.80653	-0.25203
0.130833	0.160548
0.129491	-0.00632149
0.597524	0.283043
-0.518739	0.372869
0.259328	-0.173129
0.539373	0.185844
0.524307	0.497728
1.41421	0.501029
-0.837461	-0.564142
-1.00046	-0.389274
1.70829	-0.561166
-0.190438	0.0363596
-0.578887	-0.634754
-1.58438	-0.920826
1.07029	0.487676
-0.646266	0.462886
1.103	0.305095
-0.426598	-0.440915
1.13201	0.278735
-1.24052	-0.21631
1.0306	0.432256
-1.66646	-0.469485
0.00453759	0.341342
-1.24071	-0.103903
-0.200532	0.122704
-0.837721	-0.60454
-1.17913	-0.18424
-0.420765	-0.765396
-0.351669	0.3952
-0.783619	-0.597663
-1.52722	0.200446
0.956735	0.381916
0.398166	-0.300944
0.607725	0.61279
0.33764	0.560651
-1.68892	-1.15854
0.413219	0.0100688
0.559769	-0.26319
-1.96105	-0.535272
0.283317	0.584465
-0.507149	0.161017
-0.423498	-0.306515
1.81219	0.71548
-0.789161	-0.220925
-0.613165	0.0565625
0.750229	-0.166785
1.70774	0.524515
-0.921852	-0.156264
-0.766241	-0.287843
0.620576	0.252619
-0.683311	-0.0810567
0.111781	-0.29115
-1.02822	-0.369843
-1.09242	-0.0880069
1.43806	0.654884
-0.326045	0.0742846
-0.916948	0.188637
-0.363327	0.106821
-0.330908	-0.0144575
1.27897	0.250655
-1.05106	-0.0944999
-0.599174	-0.33199
0.322845	0.58851
-0.0710195	-0.225437
0.182646	0.270737
0.777865	-0.21128
-0.301343	0.291451
0.666988	-0.133033
-0.725595	0.230084
0.462854	0.53405
-0.198528	-0.189745
0.830452	0.413292
-1.82107	-0.542374
-1.84131	-0.614519
-0.811854	-0.200103
0.58558	-0.0298097
1.29057	0.349326
-0.327733	0.121318
1.63839	0.249279
-0.306776	-0.298194
-0.496202	-0.139141
0.498272	0.0890309
-1.21266	-0.923002
-0.00976736	0.0958287
0.606374	0.547094
1.50528	0.224021
1.18682	0.483473
0.153805	-0.0391074
-1.13409	-0.145241
0.303379	0.700357
-0.189536	-0.224982
-2.40124	-0.387373
-0.433469	-1.06461
